,focal_pid,comparative_pid,focal_score,comparative_score,relation
36980,26488414,36016819,10,8,>
36981,19002918,18597283,1,5,<
36982,25535393,27555838,10,6,>
36983,11689650,18053211,9,7,>
36984,18973731,18395345,4,10,<
36985,33148571,24465797,1,8,<
36986,21966364,29959046,9,10,≈
36987,12829829,34295944,10,9,≈
36988,11247608,37055654,10,2,>
36989,20028316,23645907,4,10,<
36990,31334602,28904013,10,10,≈
36991,21743838,22085272,3,2,≈
36992,23526697,35465098,10,10,≈
36993,23013746,24119230,8,7,≈
36994,14711626,12454140,6,10,<
36995,19779495,17691221,9,1,>
36996,16227278,7529365,6,10,<
36997,22761370,23624803,9,1,>
36998,15020484,16463041,9,2,>
36999,31888502,18094195,5,10,<
37000,16550165,36040704,10,10,≈
37001,19555454,25328854,8,9,≈
37002,36243815,37511059,10,8,>
37003,12857908,24350614,7,8,≈
37004,22780815,27492061,9,10,≈
37005,11830425,23130225,9,1,>
37006,26107413,29051726,6,4,>
37007,25800674,28096404,9,10,≈
37008,26749076,23239198,10,5,>
37009,20937790,16246553,8,7,≈
37010,23070753,26312216,8,3,>
37011,16013435,9177351,2,10,<
37012,21613398,22933291,6,6,≈
37013,19383333,19383333,10,10,≈
37014,16298178,11122154,7,8,≈
37015,24114910,21737677,9,8,≈
37016,21436871,12881319,1,10,<
37017,19847263,8145845,10,10,≈
37018,23078205,18984159,8,10,<
37019,28741123,36756104,10,1,>
37020,11208799,9495745,3,4,≈
37021,24900283,20096642,2,10,<
37022,30008670,35054808,10,10,≈
37023,15925704,21168329,9,3,>
37024,25745395,17536962,6,7,≈
37025,33428130,35058544,8,10,<
37026,30036379,32669958,9,8,≈
37027,21113790,16778888,1,10,<
37028,16389297,19450732,9,2,>
37029,20972732,17151863,1,10,<
37030,17449080,18550678,3,4,≈
37031,35767953,37195867,10,1,>
37032,24349293,35490219,10,2,>
37033,10920394,10852875,10,5,>
37034,10762248,11029452,5,5,≈
37035,16103189,21159879,8,8,≈
37036,26890128,20386727,3,9,<
37037,12184532,10714628,2,9,<
37038,15306746,6860588,3,8,<
37039,22152220,8020238,2,10,<
37040,28676109,31621580,10,10,≈
37041,25818274,30653581,7,7,≈
37042,22040193,34112182,7,10,<
37043,28813413,29287940,10,6,>
37044,19021854,22855683,5,3,>
37045,19262750,32695012,9,4,>
37046,20445885,17929880,1,9,<
37047,11812853,15231752,10,9,≈
37048,26236058,23601328,10,8,>
37049,26031334,20613844,8,10,<
37050,20501485,22590452,7,3,>
37051,24952015,33791244,8,10,<
37052,19730853,15987977,2,10,<
37053,16938854,21875030,9,7,>
37054,11259660,12975612,9,1,>
37055,17283615,19360126,10,9,≈
37056,10775610,22114561,8,9,≈
37057,12124266,17568615,7,3,>
37058,32952964,20798781,3,10,<
37059,28955300,2296388,3,9,<
37060,14729689,20094789,4,5,≈
37061,36768858,21799461,10,5,>
37062,23928932,27965475,10,7,>
37063,22498092,29186301,8,4,>
37064,19956530,9156261,1,3,<
37065,33953964,20042656,2,10,<
37066,22301917,35223518,10,4,>
37067,18337574,27870919,4,8,<
37068,20224782,25571857,8,8,≈
37069,20438462,17286848,6,5,≈
37070,27023732,28429843,10,7,>
37071,11493597,15843685,9,10,≈
37072,16160867,35384402,10,4,>
37073,31247050,37025694,8,3,>
37074,26053878,20358295,9,4,>
37075,11964223,8845002,2,7,<
37076,26929618,22878278,2,10,<
37077,18509884,17403415,1,9,<
37078,16041043,10500215,5,10,<
37079,25038923,16244147,2,7,<
37080,30274407,37215963,10,3,>
37081,10646851,11007365,10,9,≈
37082,17826810,31584939,8,9,≈
37083,20596022,23159180,10,6,>
37084,10948179,21779161,2,8,<
37085,22860510,32569267,9,9,≈
37086,11250882,8668659,4,3,≈
37087,16234992,10666167,2,10,<
37088,22802243,30865317,10,6,>
37089,16552435,15785742,8,8,≈
37090,23745722,36259950,10,7,>
37091,26598659,28189637,10,8,>
37092,10682305,8888048,1,4,<
37093,20862299,16438952,8,9,≈
37094,22268447,18338793,9,10,≈
37095,24416151,26819704,9,3,>
37096,15309565,12743836,5,5,≈
37097,26798506,32110231,8,1,>
37098,23922649,29439070,8,7,≈
37099,21813611,33803211,8,10,<
37100,12888834,15842252,7,1,>
37101,16455883,23009731,9,4,>
37102,27680545,15480609,1,3,<
37103,12101245,24488925,9,9,≈
37104,11319101,9624000,4,10,<
37105,16617150,25257534,9,6,>
37106,26237076,27390622,9,9,≈
37107,21247194,23592612,2,10,<
37108,18559662,22272370,10,4,>
37109,19245710,22586422,10,7,>
37110,32650828,29176667,10,10,≈
37111,12665588,32864544,5,6,≈
37112,32564012,27941950,5,10,<
37113,25688172,9775513,3,6,<
37114,17531342,9773443,1,4,<
37115,22682063,8417639,3,10,<
37116,18726666,36478189,8,10,<
37117,28216237,26719259,1,8,<
37118,14530725,16479343,9,4,>
37119,19889785,21326882,5,7,<
37120,12208958,1334560,7,10,<
37121,17762909,7984417,2,10,<
37122,26366847,31387994,10,9,≈
37123,12109627,10216516,1,6,<
37124,36620465,21672853,4,7,<
37125,25465382,20233333,9,10,≈
37126,11094063,21249467,6,2,>
37127,19432800,17142389,4,4,≈
37128,14663045,18723325,6,2,>
37129,14570405,10973087,1,10,<
37130,19348678,14499953,3,3,≈
37131,16731951,15507628,7,7,≈
37132,12088994,28939987,8,7,≈
37133,21917961,19119421,3,9,<
37134,15650201,14722297,5,6,≈
37135,11004192,8011018,3,10,<
37136,10837025,14517306,10,7,>
37137,15601542,17980034,3,9,<
37138,18926980,24347786,7,2,>
37139,23333401,26246333,3,4,≈
37140,17940861,25104870,5,6,≈
37141,17563874,11193272,10,9,≈
37142,14644851,29177637,10,8,>
37143,25779975,27459426,9,10,≈
37144,28775737,25178197,7,1,>
37145,19554362,17601818,6,7,≈
37146,16344478,23684315,10,10,≈
37147,12740714,24845516,5,6,≈
37148,11566797,10573426,6,10,<
37149,18670624,23661563,10,6,>
37150,17636362,31921115,9,9,≈
37151,14666376,29607424,7,1,>
37152,14612414,25478009,5,1,>
37153,23970866,27069638,6,5,≈
37154,12482956,10981664,6,8,<
37155,11682552,10488215,7,8,≈
37156,12783854,12529645,10,10,≈
37157,28238152,26659640,2,10,<
37158,19031191,3359864,1,9,<
37159,11069989,26911447,6,7,≈
37160,15525674,20504931,6,7,≈
37161,31431938,28608153,10,10,≈
37162,17636130,29077056,10,9,≈
37163,10671903,21871156,7,2,>
37164,34530860,38126269,10,3,>
37165,20616078,25936923,10,4,>
37166,35721534,29618981,9,10,≈
37167,11843291,10458605,1,10,<
37168,15864602,9412833,2,1,≈
37169,15347839,9697826,2,10,<
37170,28701371,33560999,10,10,≈
37171,15339860,35455961,10,6,>
37172,27530626,17917870,3,8,<
37173,19948797,15312768,3,8,<
37174,18830803,16215837,1,1,≈
37175,17182750,18190458,10,8,>
37176,12955378,9213127,2,9,<
37177,29956590,33321541,9,5,>
37178,11282970,16159772,9,5,>
37179,21639920,20383326,8,10,<
37180,11952641,10024565,7,8,≈
37181,22977522,25279193,4,1,>
37182,20368967,24452689,10,7,>
37183,23603918,31591089,10,10,≈
37184,20126452,26810437,10,10,≈
37185,21699504,22887933,9,7,>
37186,18850653,14697028,1,3,<
37187,29275816,28274256,8,10,<
37188,17084903,23385959,10,9,≈
37189,18843108,26941467,10,2,>
37190,24024184,31543925,10,1,>
37191,22570595,16243308,9,8,≈
37192,27924822,29355919,10,7,>
37193,16785588,32963858,10,1,>
37194,21482360,35447088,10,10,≈
37195,12709321,18787654,6,6,≈
37196,17185422,22104965,10,9,≈
37197,12072487,7753828,7,10,<
37198,28224445,33692708,8,9,≈
37199,18688807,16879926,5,9,<
37200,33665491,36091750,7,10,<
37201,28736637,32993057,3,9,<
37202,11805059,12626755,8,9,≈
37203,27936237,15550144,4,5,≈
37204,20398895,25213793,7,3,>
37205,33960650,33960650,10,10,≈
37206,10888635,12021352,10,10,≈
37207,17728236,24156479,6,4,>
37208,25555621,12495797,7,6,≈
37209,21847123,18537532,10,2,>
37210,16292356,15669021,9,5,>
37211,30121783,24998413,1,5,<
37212,21126366,26543856,9,3,>
37213,15380044,23679844,8,7,≈
37214,18586272,21807410,8,9,≈
37215,11247905,7562403,10,2,>
37216,22268382,21078918,9,2,>
37217,20836878,22745369,10,9,≈
37218,17353290,22526673,6,6,≈
37219,20186339,27009467,7,8,≈
37220,17614113,25057839,6,7,≈
37221,22815742,37588899,9,1,>
37222,34785570,21659420,6,2,>
37223,10688914,28028621,8,1,>
37224,23553002,34419059,8,9,≈
37225,19013280,25172866,10,7,>
37226,24410116,26244739,10,6,>
37227,12878520,8486289,9,4,>
37228,29030694,25099751,7,8,≈
37229,19720857,16816419,5,6,≈
37230,18594778,20591170,1,10,<
37231,23928932,27563019,10,7,>
37232,19666530,28721464,8,1,>
37233,26842360,34560878,9,9,≈
37234,23506214,22770357,10,9,≈
37235,19240987,28041896,2,10,<
37236,12538880,16195894,10,2,>
37237,19025615,15105508,2,10,<
37238,30262530,8325286,1,10,<
37239,15163718,32059034,4,10,<
37240,12874339,11292689,8,8,≈
37241,26994605,21912683,3,7,<
37242,27781029,25524373,1,9,<
37243,12922958,23609932,9,1,>
37244,15280247,12032338,7,10,<
37245,31268808,17346799,5,6,≈
37246,19609354,18048332,9,10,≈
37247,27538609,21972957,4,10,<
37248,27730344,29024380,6,10,<
37249,25324845,30108483,9,6,>
37250,15788730,21629438,7,5,>
37251,26506344,33526028,8,10,<
37252,27258015,33659572,9,1,>
37253,26093158,21245437,8,8,≈
37254,11158130,15169557,9,2,>
37255,31579860,31764386,8,9,≈
37256,15925704,11945158,10,3,>
37257,11152531,20441998,10,6,>
37258,12842782,17805422,9,9,≈
37259,26163019,25272308,3,9,<
37260,18653531,19166355,9,3,>
37261,27453939,29334986,10,5,>
37262,31292675,27912036,6,5,≈
37263,35309901,37415633,10,3,>
37264,25956133,20566895,4,10,<
37265,10866942,35223831,7,10,<
37266,23000622,2907491,3,5,<
37267,17060626,20946928,10,6,>
37268,16824221,17094031,4,3,≈
37269,14979472,12665832,1,10,<
37270,12086140,25535384,1,10,<
37271,18972587,28731195,5,1,>
37272,32038946,23136163,2,10,<
37273,17959370,28380256,8,8,≈
37274,17668223,15937402,4,7,<
37275,12824463,16848906,10,7,>
37276,16418283,14523228,8,8,≈
37277,30662444,33503839,10,10,≈
37278,25887581,9779535,3,10,<
37279,17588471,12714498,2,10,<
37280,17608952,27004492,10,5,>
37281,34140505,35493168,10,2,>
37282,19579056,22829320,2,10,<
37283,19525965,23885083,10,8,>
37284,12032341,10700227,9,10,≈
37285,11159976,28761478,4,1,>
37286,21541367,21847013,10,5,>
37287,16204561,9925521,5,7,<
37288,36389684,37701118,10,1,>
37289,21741781,23021099,8,7,≈
37290,34555036,32710462,10,9,≈
37291,16934307,10516078,3,6,<
37292,20081004,10217752,5,4,≈
37293,20221262,14559783,9,10,≈
37294,26754791,32042334,9,10,≈
37295,12379673,17211546,4,2,>
37296,28026094,36246799,10,1,>
37297,16477003,26733781,10,9,≈
37298,12578092,9562004,1,8,<
37299,17207814,19617357,9,5,>
37300,24023724,19826085,9,10,≈
37301,19209280,11264472,2,10,<
37302,24257155,21613998,3,10,<
37303,11447273,11297507,10,10,≈
37304,29158360,36930792,10,5,>
37305,18288480,17665210,2,3,≈
37306,24162376,33038070,4,5,≈
37307,23619708,18292215,1,10,<
37308,12096202,34578785,10,10,≈
37309,28445263,23142625,1,10,<
37310,11287666,19053261,9,2,>
37311,30254117,16714566,9,5,>
37312,16699033,20007267,7,7,≈
37313,31285694,30191005,10,3,>
37314,27015111,37686401,10,4,>
37315,19805176,22046170,9,6,>
37316,29464444,33117365,7,10,<
37317,26562533,25474413,9,10,≈
37318,16048922,32310683,9,7,>
37319,24726997,24047399,1,7,<
37320,23097044,19387438,8,10,<
37321,11521967,8418853,4,5,≈
37322,17719611,24488965,5,4,≈
37323,18575738,11810107,2,10,<
37324,31504075,36445499,10,6,>
37325,17400654,33236155,10,9,≈
37326,33913819,27502583,3,10,<
37327,16980583,25261717,10,1,>
37328,26661500,25753777,9,9,≈
37329,27461428,23932625,3,6,<
37330,15686484,9292733,7,10,<
37331,19815564,27122791,10,1,>
37332,15052682,7974713,3,4,≈
37333,28761476,34835519,1,10,<
37334,16384537,12480819,1,10,<
37335,29887538,37730550,10,2,>
37336,15495423,19436374,2,10,<
37337,29243050,28978703,3,9,<
37338,31155469,27001409,3,8,<
37339,20026183,36894656,3,10,<
37340,28646444,22110661,5,6,≈
37341,21940497,12431742,9,3,>
37342,12761148,32825096,8,8,≈
37343,21853099,25131735,5,4,≈
37344,26518687,23512079,1,7,<
37345,22277058,19416831,6,10,<
37346,29500695,29078314,1,10,<
37347,11940669,9553047,5,10,<
37348,16075840,16933766,3,3,≈
37349,26163350,19470366,6,5,≈
37350,26808835,28827325,8,9,≈
37351,29592885,36911256,10,5,>
37352,12837940,8833352,9,1,>
37353,30429472,31757360,10,8,>
37354,24665947,24132686,9,8,≈
37355,12735783,20635826,5,5,≈
37356,16317526,12193570,1,6,<
37357,25873920,25150411,10,9,≈
37358,25295116,23800415,2,9,<
37359,11283351,16227598,10,7,>
37360,27117803,24194501,3,10,<
37361,25104851,36777800,10,2,>
37362,18460215,24950699,7,7,≈
37363,32597538,16902839,3,4,≈
37364,30984089,24403724,4,10,<
37365,12023942,17218616,9,8,≈
37366,11117578,9033644,2,8,<
37367,12782491,20075021,9,8,≈
37368,34518190,30992265,5,10,<
37369,28555616,31888080,10,8,>
37370,21975109,33879819,10,9,≈
37371,15548865,10777748,1,5,<
37372,11855544,8194685,1,10,<
37373,11170305,23756137,10,7,>
37374,23838771,29675386,10,3,>
37375,19103929,30372610,4,7,<
37376,23766801,21218186,3,9,<
37377,29560195,31457713,7,3,>
37378,26348360,34970113,9,3,>
37379,10699003,9986875,10,10,≈
37380,30235281,36459192,8,1,>
37381,24450475,26597759,7,6,≈
37382,22922873,32209592,10,10,≈
37383,23236287,30037029,10,8,>
37384,11827175,22293287,1,7,<
37385,37579381,32885424,9,2,>
37386,11752460,12719572,10,4,>
37387,12019095,10878028,6,7,≈
37388,17653041,22984439,2,8,<
37389,20338029,25360223,10,3,>
37390,29487332,22025094,5,4,≈
37391,19628799,24480706,10,5,>
37392,11950932,24920823,3,3,≈
37393,16624926,12956531,5,6,≈
37394,23401544,27994180,10,1,>
37395,28403150,30894504,8,1,>
37396,32803879,30367841,8,9,≈
37397,18484785,19552751,9,7,>
37398,20501637,9636657,9,8,≈
37399,20444750,22930110,10,3,>
37400,19424059,29607312,3,4,≈
37401,36714795,28918110,8,9,≈
37402,32549196,33732211,10,9,≈
37403,10679006,10359780,5,10,<
37404,20957999,31738523,6,10,<
37405,11799183,10644365,8,8,≈
37406,12555918,5722426,7,1,>
37407,19628799,23130168,10,9,≈
37408,25131935,18339877,7,10,<
37409,19061986,22095078,10,3,>
37410,24821412,24115053,10,6,>
37411,11836428,16036803,3,1,>
37412,16714471,19125108,9,1,>
37413,11976078,11719073,2,4,<
37414,21167765,23675330,10,7,>
37415,20229268,18781367,5,8,<
37416,17374169,21893049,6,3,>
37417,25185541,36425328,10,1,>
37418,26442266,23749113,10,7,>
37419,15008319,2037657,2,8,<
37420,11287576,28683393,8,9,≈
37421,23136880,29370834,9,9,≈
37422,15340061,32509087,9,1,>
37423,37280681,30256764,10,8,>
37424,34424810,37655271,10,1,>
37425,17404844,11903761,1,9,<
37426,26647161,22670674,9,1,>
37427,18360581,15333415,2,6,<
37428,32048083,25795907,7,10,<
37429,21344254,34022803,10,7,>
37430,18978780,27242612,10,4,>
37431,30026493,35969754,10,10,≈
37432,26023780,28279830,10,6,>
37433,29782832,26730886,6,7,≈
37434,23276405,21307194,8,9,≈
37435,17331643,11800496,4,10,<
37436,18005698,23891157,10,5,>
37437,32371877,20957954,10,9,≈
37438,24465421,37848948,10,2,>
37439,21999375,33071923,10,8,>
37440,22203979,16643374,10,6,>
37441,17875994,19851526,4,3,≈
37442,26695839,17695488,10,2,>
37443,17579875,17278999,10,8,>
37444,37067539,28235061,7,10,<
37445,17436242,24677068,9,8,≈
37446,10882151,10526243,3,5,<
37447,20807311,25151622,8,1,>
37448,34103082,27578755,6,10,<
37449,30697453,33654698,2,10,<
37450,26875182,28359802,10,5,>
37451,17339348,6285339,5,10,<
37452,19428908,20956570,7,6,≈
37453,14521927,30001177,1,8,<
37454,30422115,34316683,10,8,>
37455,26734617,31595981,6,9,<
37456,14718563,15944352,4,5,≈
37457,14740109,11156372,1,10,<
37458,20194069,30367712,10,2,>
37459,15213111,11485646,4,10,<
37460,17010199,25482787,10,7,>
37461,37899948,34326728,2,2,≈
37462,24179477,26623643,2,9,<
37463,12925764,12097339,5,10,<
37464,31881991,30078554,2,10,<
37465,22645259,18952800,10,6,>
37466,31633923,34004114,10,10,≈
37467,25901659,33082877,10,9,≈
37468,10939305,29512464,3,10,<
37469,23642041,31992309,8,9,≈
37470,15138302,22289053,10,10,≈
37471,15454436,12805566,5,9,<
37472,12801945,22646246,10,6,>
37473,18344995,24797326,10,5,>
37474,10971312,28032083,4,1,>
37475,32633194,25344447,2,10,<
37476,32887298,30446614,9,10,≈
37477,20144200,25502871,7,2,>
37478,24993159,26550518,9,3,>
37479,12379742,8894138,9,3,>
37480,11096736,32041110,2,10,<
37481,16790763,16304608,9,10,≈
37482,22721748,29615947,1,8,<
37483,17716368,15956571,4,6,<
37484,23076786,21088059,6,6,≈
37485,23446418,20558319,10,2,>
37486,12902255,10511521,4,8,<
37487,15060055,32157081,3,10,<
37488,18926980,25798114,7,4,>
37489,17712020,20498277,8,4,>
37490,15951381,8609632,6,8,<
37491,26451709,16212660,5,9,<
37492,29201193,23565181,3,10,<
37493,17827237,24587223,4,5,≈
37494,18981477,20635087,10,3,>
37495,27163251,12161747,1,10,<
37496,28499022,31498567,10,5,>
37497,32307889,32307889,5,5,≈
37498,24583033,23458406,10,10,≈
37499,24169435,30181740,6,10,<
37500,19026551,12221597,5,4,≈
37501,11968053,19065269,2,7,<
37502,20823244,35573041,10,10,≈
37503,18213522,24532006,7,2,>
37504,11100822,29358031,7,6,≈
37505,33186723,32010201,10,6,>
37506,32891159,35115667,10,10,≈
37507,33883728,36598149,10,7,>
37508,14579002,12012165,2,2,≈
37509,20517526,17462914,1,9,<
37510,17452455,16705154,5,6,≈
37511,17219203,11005171,4,1,>
37512,27484984,24710282,1,10,<
37513,23105165,9554879,5,9,<
37514,10759256,428703,1,10,<
37515,21309947,27918243,10,5,>
37516,19704826,32179629,4,10,<
37517,17276080,36515794,10,2,>
37518,25246550,21617092,9,10,≈
37519,18392104,23719833,2,10,<
37520,17030601,16055714,8,9,≈
37521,25476746,26207267,6,7,≈
37522,31936490,36891539,10,4,>
37523,29755704,28703026,4,5,≈
37524,12761145,12761144,8,8,≈
37525,22026739,11717402,8,10,<
37526,15082538,12667462,3,10,<
37527,31234554,33339183,7,4,>
37528,20670838,25829542,10,9,≈
37529,21832032,22562586,8,3,>
37530,23020821,28593137,5,2,>
37531,23706809,26789768,4,5,≈
37532,12813061,10464230,8,7,≈
37533,21795751,11931171,7,2,>
37534,25373878,24630725,5,10,<
37535,25223783,21755983,10,9,≈
37536,31321514,34708937,10,2,>
37537,18288321,23404756,8,7,≈
37538,19798599,34956483,10,1,>
37539,17576753,19709842,8,3,>
37540,31966220,7787844,1,5,<
37541,15306683,20195661,9,2,>
37542,20673343,16828670,3,9,<
37543,20858733,32226707,10,2,>
37544,17169137,19669137,8,2,>
37545,26639617,23272170,3,8,<
37546,14528010,17636031,7,8,≈
37547,27841265,28555618,9,9,≈
37548,12169616,10998164,3,4,≈
37549,23162269,10620213,2,10,<
37550,12402164,11689046,6,7,≈
37551,23292679,34434089,10,9,≈
37552,19707260,22792258,2,6,<
37553,19878715,9826337,2,3,≈
37554,34190643,25974101,6,10,<
37555,18952643,26137209,10,7,>
37556,16475506,8940432,1,6,<
37557,21685911,24739174,10,9,≈
37558,28693136,31620198,5,4,≈
37559,21345239,26583093,9,4,>
37560,23533884,19380701,1,10,<
37561,14528006,19073223,9,2,>
37562,22072556,15613541,10,10,≈
37563,18768149,31681175,10,8,>
37564,27355365,23637987,8,9,≈
37565,19242754,16088349,1,10,<
37566,11675506,15980175,10,7,>
37567,18854140,27172244,8,1,>
37568,23175688,25386341,10,1,>
37569,26091234,26508282,10,9,≈
37570,18424447,25817016,6,10,<
37571,24831085,33976988,10,2,>
37572,35427411,37728835,10,4,>
37573,33374740,32188938,7,10,<
37574,15672272,12443834,1,4,<
37575,26282896,25680156,5,4,≈
37576,12650620,10216257,8,4,>
37577,25203125,27375566,10,10,≈
37578,33935664,25953335,6,10,<
37579,12417734,15818485,7,1,>
37580,37049495,23197044,10,2,>
37581,15805532,36627170,4,10,<
37582,20799932,23126230,10,6,>
37583,19388006,27888058,9,10,≈
37584,16688468,9233675,7,6,≈
37585,25214242,18627410,4,10,<
37586,29977783,31941459,1,9,<
37587,22157623,30483393,10,1,>
37588,18799194,16529857,6,2,>
37589,25435861,17473342,4,9,<
37590,26021191,30675409,10,1,>
37591,21740571,22516502,8,8,≈
37592,17306778,22890474,4,5,≈
37593,19428387,10377460,1,9,<
37594,12177785,11459201,7,2,>
37595,12719226,17917777,7,1,>
37596,31324176,30300885,7,8,≈
37597,24024605,38130248,10,8,>
37598,15634366,19470840,7,8,≈
37599,23077257,31152134,10,10,≈
37600,30856243,21565059,2,10,<
37601,30515171,38132149,10,5,>
37602,25049383,23335766,9,8,≈
37603,25653814,26510574,3,4,≈
37604,31080413,36835653,10,10,≈
37605,12390326,27749566,2,5,<
37606,11014801,1473150,6,10,<
37607,12107838,37335735,10,2,>
37608,23140665,25808929,10,7,>
37609,19811640,22479402,2,7,<
37610,21987050,21510962,6,9,<
37611,16052308,30666617,9,8,≈
37612,27558866,27558866,3,3,≈
37613,21931637,28980210,7,7,≈
37614,23103720,9737513,2,10,<
37615,25742957,18685129,3,7,<
37616,19252478,22550511,10,8,>
37617,11023809,14767694,9,5,>
37618,15026798,32060110,7,1,>
37619,11463839,9054947,7,10,<
37620,29439992,30944590,7,1,>
37621,22737562,29980291,2,10,<
